  2449     cell side=  247.    lamda=  30.0    %-model= 3.0    dens=  0.0
   X(m)   Y(m)   Z(m asl)   sx(m)  sy(m)   sz(m)  den(kg/m3)   sen    ord
 366358 6007826    1418      264    492    264     11.0       99.8    6.1
 366358 6008257    1418      264    369    264      3.7       74.8    4.0
 366621 6007140    1418      264    668    264     11.0      136.4    6.6
 366621 6007743    1418      264    538    264     11.0      109.1    5.8
 366885 6007271    1418      264    687    264     11.0      139.8    6.5
 366885 6007866    1418      264    503    264      7.3      102.5    5.3
 367149 6006954    1418      264    785    264      7.3      163.3    6.0
 367149 6007631    1418      264    569    264      7.3      116.8    5.8
 367413 6007189    1418      264    726    264      7.3      149.4    5.8
 367413 6007792    1418      264    481    264      3.7       99.3    5.6
 367677 6007185    1418      264    718    264      7.3      147.3    5.3
 367677 6007768    1418      264    449    264      3.7       93.7    5.3
 367941 6007177    1418      264    704    264      3.7      144.2    5.5
 364355 6014854    1137      297    211    297     -3.7       57.0    5.3
 364355 6015082    1137      297    245    297     -3.7       66.6    5.5
 365841 6007020    1137      297    280    297     11.0       73.8    4.6
 365841 6007300    1137      297    280    297     14.7       74.6    4.7
 365841 6007579    1137      297    280    297     14.7       72.4    7.9
 366138 6006836    1137      297    329    297      7.3       86.9    4.0
 366138 6007165    1137      297    329    297     11.0       88.1    6.4
 366138 6007494    1137      297    329    297     14.7       84.5    6.4
 366138 6007808    1137      297    299    297     14.7       76.8    4.0
 366138 6008089    1137      297    262    297      7.3       67.1    4.9
 366436 6007013    1137      297    384    297     11.0      102.3    3.8
 366436 6007397    1137      297    384    297     14.7       96.4    4.6
 366436 6007756    1137      297    333    297     11.0       85.1    5.3
 366733 6006839    1137      297    449    297      7.3      117.7    3.7
 366733 6007273    1137      297    420    297     11.0      108.4    5.7
 366733 6007666    1137      297    365    297     11.0       93.3    4.1
 366733 6008000    1137      297    304    297      3.7       77.6    4.5
 367030 6006834    1137      297    515    297      3.7      130.6    5.7
 367030 6007312    1137      297    441    297      7.3      112.7    6.2
 367030 6007714    1137      297    362    297      7.3       92.5    4.9
 367327 6006913    1137      297    534    297      3.7      136.5    5.9
 367327 6007395    1137      297    429    297      7.3      109.7    5.3
 367327 6007779    1137      297    340    297      3.7       86.8    5.2
 367625 6007233    1137      297    464    297      3.7      119.0    5.7
 367625 6007643    1137      297    355    297      3.7       90.8    5.1
 367922 6007188    1137      297    467    297      3.7      120.5    5.2
 366150 6007011     825      327    234    327      7.3       76.1    5.0
 366150 6007245     825      327    234    327     11.0       75.6    5.5
 366477 6006813     825      327    275    327      3.7       89.2    4.2
 366477 6007088     825      327    275    327      7.3       88.0    5.4
 366477 6007363     825      327    275    327     11.0       84.1    4.5
 366477 6007627     825      327    251    327      7.3       78.1    5.8
 366805 6007049     825      327    326    327      7.3       99.1    4.3
 366805 6007359     825      327    295    327      7.3       91.7    5.4
 366805 6007640     825      327    266    327      7.3       82.6    4.3
 367132 6007183     825      327    331    327      3.7      102.9    5.9
 367132 6007494     825      327    293    327      3.7       90.8    5.6
 367459 6007108     825      327    355    327      3.7      110.0    5.2
 367459 6007437     825      327    304    327      3.7       94.0    4.4
 368408 6009602    2309       82    219     82      3.7        4.5    4.0
 368652 6009563    2309       82     41     82      3.7        0.8    4.8
 368652 6009937    2309       82     72     82      3.7        1.4    4.6
 368734 6009529    2309       82     36     82      3.7        0.7    5.0
 368734 6009996    2309       82     91     82      3.7        1.9    4.5
 369141 6009595    2309       82    206     82      3.7        4.2    4.6
 364360 6014295    2147      243    679    243     -3.7      123.7    4.0
 364603 6012602    2147      243    444    243     -3.7       75.4    3.9
 364603 6013014    2147      243    381    243     -3.7       64.3    4.2
 364603 6013395    2147      243    381    243     -7.3       69.1    3.9
 364603 6013843    2147      243    516    243     -7.3       92.7    4.8
 364846 6012249    2147      243    603    243     -7.3      110.7    4.6
 364846 6012782    2147      243    462    243    -11.0       78.1    5.0
 364846 6013224    2147      243    422    243    -11.0       72.1    5.4
 364846 6013666    2147      243    462    243    -11.0       82.8    4.9
 364846 6014221    2147      243    650    243     -3.7      117.6    8.4
 365089 6012223    2147      243    551    243     -3.7       98.3    4.3
 365089 6012683    2147      243    370    243     -3.7       63.2    4.0
 360868 6010608    1922      207    161    207     -3.7       20.0    4.2
 361487 6004905    1922      207    157    207      3.7       19.6    4.4
 361694 6004917    1922      207    231    207      7.3       29.0    4.0
 361694 6005121    1922      207    176    207      7.3       21.6    4.1
 361694 6005671    1922      207    124    207      3.7       15.7    5.0
 361694 6005799    1922      207    132    207      3.7       16.9    4.7
 361901 6004822    1922      207    363    207      7.3       46.5    5.0
 361901 6005141    1922      207    273    207      7.3       33.5    6.0
 361901 6005392    1922      207    231    207      7.3       28.2    5.8
 361901 6005616    1922      207    217    207      7.3       27.0    5.5
 361901 6005834    1922      207    217    207      3.7       28.6    6.0
 362107 6005046    1922      207    392    207      7.3       48.5    4.9
 362107 6005402    1922      207    321    207      7.3       39.1    4.6
 363760 6006994    1922      207    193    207      3.7       24.5    3.7
 363966 6007142    1922      207    248    207      7.3       30.0    4.3
 363966 6007363    1922      207    196    207      7.3       24.0    3.7
 363966 6007542    1922      207    162    207      3.7       19.9    4.0
 364173 6007172    1922      207    309    207     11.0       40.7    3.8
 364173 6007460    1922      207    267    207      7.3       33.1    4.6
 364379 6007274    1922      207    415    207     11.0       52.5    5.4
 364379 6007649    1922      207    334    207      3.7       41.3    4.5
 364379 6014237    1922      207    477    207     -3.7       62.9    3.9
 364586 6007001    1922      207    539    207      7.3       69.5    4.7
 364586 6007522    1922      207    502    207     11.0       62.8    3.8
 364586 6013097    1922      207    282    207     -3.7       35.0    4.0
 364586 6013379    1922      207    282    207     -3.7       37.2    4.5
 364586 6013686    1922      207    332    207     -7.3       44.1    4.1
 364586 6014081    1922      207    458    207     -7.3       59.4    4.7
 364793 6007886    1922      207    559    207      3.7       72.1    5.2
 364793 6012679    1922      207    356    207     -7.3       43.5    4.2
 364793 6013016    1922      207    318    207    -11.0       39.2    3.7
 364793 6013335    1922      207    318    207    -11.0       39.7    4.0
 364793 6013667    1922      207    346    207     -7.3       44.7    6.1
 364793 6014060    1922      207    439    207     -7.3       56.3    4.8
 364999 6008864    1922      207    619    207      3.7       78.4    4.3
 364999 6012838    1922      207    283    207     -3.7       34.6    3.9
 364999 6013109    1922      207    259    207     -3.7       31.9    4.0
 364999 6013368    1922      207    259    207     -3.7       32.6    3.9
 366652 6012041    1922      207    166    207     -3.7       20.8    3.8
 366858 6012002    1922      207    165    207     -3.7       20.9    3.7
 368098 6013666    1922      207    158    207     -3.7       20.5    3.9
 368098 6013824    1922      207    158    207     -3.7       19.3    4.1
 368304 6013597    1922      207    190    207     -3.7       23.5    4.4
 368511 6013399    1922      207    253    207     -3.7       31.5    4.2
 364394 6015318    1690      257    578    257     -3.7      117.3    7.5
 365937 6007009    1690      257    684    257     11.0      139.0    5.5
